product_id,effective_date,price
252791,2023-03-28,0.9
252791,2024-12-31,0.95
252791,2025-08-05,1.0
252907,2021-12-25,0.92
252907,2022-07-10,1.0
252963,2021-10-03,0.89
252963,2023-05-17,0.93
252963,2024-03-06,0.98
252963,2025-06-07,1.0
253069,2021-02-11,0.83
253069,2022-01-30,0.91
253069,2023-04-09,0.94
253069,2024-01-14,0.96
253069,2025-10-13,1.0
253089,2021-10-04,0.88
253089,2022-05-27,0.95
253089,2023-02-08,0.96
253089,2024-08-13,0.97
253089,2025-10-05,1.0
253205,2021-07-14,0.85
253205,2022-12-15,0.91
253205,2023-09-14,0.95
253205,2024-02-15,0.98
253205,2025-12-13,1.0
253207,2021-05-25,0.89
253207,2022-12-23,0.95
253207,2024-12-05,1.0
253211,2021-02-03,0.87
253211,2022-08-31,0.96
253211,2023-09-26,0.98
253211,2025-10-31,1.0
253246,2021-04-09,0.91
253246,2023-03-06,0.96
253246,2024-11-11,1.0
253384,2021-06-05,0.83
253384,2022-09-16,0.89
253384,2023-10-13,0.92
253384,2024-04-04,0.95
253384,2025-06-06,1.0
253445,2021-01-26,0.84
253445,2022-09-27,0.92
253445,2023-05-14,0.94
253445,2024-05-30,0.96
253445,2025-09-29,1.0
253451,2021-10-22,0.82
253451,2022-01-28,0.89
253451,2023-04-16,0.91
253451,2024-12-14,0.95
253451,2025-11-27,1.0
253714,2021-07-15,0.86
253714,2022-01-28,0.93
253714,2024-08-28,0.98
253714,2025-01-22,1.0
254001,2021-03-09,0.91
254001,2022-08-28,0.97
254001,2024-05-15,0.98
254001,2025-10-31,1.0
254037,2021-12-05,0.91
254037,2023-11-07,0.94
254037,2024-04-29,0.98
254037,2025-02-16,1.0
254209,2021-11-19,0.88
254209,2022-05-19,0.94
254209,2024-06-02,0.96
254209,2025-02-24,1.0
254410,2021-06-09,0.93
254410,2024-06-05,0.95
254410,2025-06-30,1.0
254425,2021-09-29,0.85
254425,2022-03-29,0.92
254425,2024-12-21,0.95
254425,2025-02-24,1.0
254504,2021-03-04,0.9
254504,2022-07-31,0.96
254504,2023-03-25,0.99
254504,2025-03-11,1.0
254573,2021-07-23,0.92
254573,2023-05-05,0.95
254573,2024-08-04,1.0
254883,2021-09-14,0.93
254883,2022-03-20,1.0
254916,2021-09-21,0.85
254916,2022-12-02,0.94
254916,2023-11-06,0.99
254916,2025-05-31,1.0
254946,2021-05-09,0.86
254946,2022-05-14,0.94
254946,2023-02-23,0.98
254946,2025-03-12,1.0
255067,2021-02-14,0.93
255067,2023-10-08,0.96
255067,2025-03-22,1.0
255108,2021-09-12,0.84
255108,2022-11-22,0.91
255108,2023-05-05,0.96
255108,2025-08-04,1.0
255110,2021-08-26,0.94
255110,2022-07-20,1.0
255150,2021-01-26,0.95
255150,2023-04-09,0.98
255150,2024-12-19,1.0
255307,2021-03-11,0.92
255307,2022-01-02,1.0
255510,2021-08-02,0.88
255510,2023-10-28,0.93
255510,2024-09-10,0.96
255510,2025-07-27,1.0
255729,2021-10-05,0.96
255729,2023-11-11,0.98
255729,2024-10-24,1.0
255943,2021-12-15,0.83
255943,2022-03-19,0.9
255943,2023-12-12,0.91
255943,2024-04-05,0.95
255943,2025-06-26,1.0
255999,2021-07-24,0.92
255999,2023-05-16,0.94
255999,2024-02-08,0.95
255999,2025-07-08,1.0
256047,2021-01-03,0.88
256047,2022-06-30,0.94
256047,2023-07-23,0.96
256047,2024-03-22,0.99
256047,2025-04-18,1.0
256116,2021-06-14,0.81
256116,2022-03-28,0.9
256116,2023-07-15,0.95
256116,2024-02-25,1.0
256269,2021-09-08,0.98
256269,2024-12-27,0.99
256269,2025-04-30,1.0
256355,2021-07-07,0.96
256355,2023-06-23,1.0
256359,2021-04-30,0.84
256359,2022-07-14,0.9
256359,2023-06-21,0.95
256359,2024-03-17,0.98
256359,2025-08-10,1.0
256382,2021-05-15,0.96
256382,2023-02-27,0.99
256382,2024-06-17,1.0
256401,2021-08-23,0.86
256401,2022-10-18,0.92
256401,2023-12-31,0.96
256401,2024-09-27,1.0
256502,2021-02-22,0.92
256502,2023-12-30,0.94
256502,2024-06-18,0.95
256502,2025-12-19,1.0
256522,2021-12-04,0.87
256522,2023-04-24,0.92
256522,2024-04-29,0.95
256522,2025-10-07,1.0
256556,2021-08-13,0.84
256556,2022-06-23,0.91
256556,2023-12-05,0.94
256556,2024-11-17,0.96
256556,2025-04-14,1.0
256774,2021-08-09,0.86
256774,2022-08-23,0.92
256774,2023-02-15,0.96
256774,2024-01-18,0.99
256774,2025-01-10,1.0
256815,2021-08-20,0.83
256815,2022-05-21,0.91
256815,2023-12-20,0.96
256815,2025-12-14,1.0
256939,2021-03-04,0.94
256939,2023-04-27,0.97
256939,2025-09-18,1.0
257146,2021-05-07,0.86
257146,2022-01-20,0.93
257146,2023-06-14,0.96
257146,2024-08-09,1.0
257291,2021-12-03,0.87
257291,2022-01-15,0.96
257291,2025-04-16,1.0
257311,2021-07-04,0.82
257311,2022-09-28,0.9
257311,2023-02-07,0.95
257311,2024-08-30,0.99
257311,2025-12-26,1.0
257379,2021-04-17,0.81
257379,2022-02-19,0.88
257379,2023-02-22,0.93
257379,2024-04-05,0.98
257379,2025-04-29,1.0
257471,2021-08-28,0.84
257471,2022-01-22,0.92
257471,2023-01-13,0.96
257471,2024-06-18,0.97
257471,2025-08-02,1.0
257614,2021-01-08,0.93
257614,2024-06-18,0.97
257614,2025-06-10,1.0
257835,2021-08-22,0.86
257835,2022-08-01,0.93
257835,2023-01-25,0.95
257835,2024-01-15,0.99
257835,2025-11-01,1.0
257907,2021-11-17,0.86
257907,2023-01-20,0.91
257907,2024-02-25,0.95
257907,2025-07-28,1.0
258119,2021-01-26,0.84
258119,2022-08-20,0.91
258119,2023-08-27,0.97
258119,2024-03-31,0.98
258119,2025-04-13,1.0
258504,2021-07-21,0.84
258504,2022-05-07,0.93
258504,2023-10-02,0.96
258504,2024-10-12,0.98
258504,2025-03-29,1.0
258728,2021-08-24,0.97
258728,2025-06-16,1.0
258784,2021-06-17,0.85
258784,2022-10-23,0.94
258784,2023-09-01,1.0
258839,2021-09-23,0.94
258839,2023-04-13,1.0
258900,2021-07-04,0.87
258900,2022-08-01,0.93
258900,2023-09-24,0.94
258900,2024-09-02,0.97
258900,2025-03-22,1.0
258995,2021-06-12,0.99
258995,2025-02-15,1.0
259006,2021-10-13,0.95
259006,2024-10-17,0.97
259006,2025-04-08,1.0
259107,2021-10-02,0.79
259107,2022-09-27,0.88
259107,2023-05-12,0.93
259107,2024-07-29,0.97
259107,2025-10-03,1.0
259347,2021-04-24,0.9
259347,2022-05-07,0.98
259347,2023-04-18,1.0
259380,2021-05-24,0.86
259380,2022-06-11,0.93
259380,2023-07-22,0.98
259380,2024-09-17,0.99
259380,2025-12-22,1.0
259479,2021-05-08,0.93
259479,2024-06-27,0.97
259479,2025-09-19,1.0
259491,2021-12-31,0.87
259491,2022-07-10,0.93
259491,2023-05-24,0.97
259491,2024-12-06,1.0
259515,2021-04-24,0.86
259515,2022-10-20,0.92
259515,2023-02-03,0.95
259515,2024-12-17,0.97
259515,2025-03-16,1.0
259587,2021-08-16,0.9
259587,2022-10-30,0.96
259587,2023-01-07,1.0
259619,2021-11-15,0.85
259619,2022-09-09,0.93
259619,2023-06-07,0.94
259619,2024-07-16,0.99
259619,2025-09-20,1.0
259679,2021-02-25,0.94
259679,2023-10-27,0.97
259679,2024-06-21,0.98
259679,2025-05-01,1.0
259827,2021-01-13,0.87
259827,2022-07-31,0.96
259827,2024-01-11,0.99
259827,2025-04-26,1.0
259909,2021-06-08,0.86
259909,2022-02-06,0.94
259909,2023-02-07,0.97
259909,2024-06-24,1.0
259929,2021-02-23,0.86
259929,2022-11-19,0.95
259929,2023-05-31,0.98
259929,2024-09-23,0.99
259929,2025-05-29,1.0
259999,2021-05-28,0.89
259999,2023-04-14,0.92
259999,2024-12-12,0.96
259999,2025-11-27,1.0
260005,2021-11-28,0.86
260005,2022-01-21,0.91
260005,2024-06-14,0.96
260005,2025-04-01,1.0
260059,2021-06-28,0.89
260059,2022-06-24,0.98
260059,2024-12-11,1.0
260143,2021-12-19,0.8
260143,2022-12-20,0.88
260143,2023-03-04,0.93
260143,2024-11-21,0.95
260143,2025-04-23,1.0
260179,2021-04-24,0.96
260179,2023-02-17,0.98
260179,2025-04-01,1.0
260247,2021-02-24,0.79
260247,2022-08-03,0.87
260247,2023-10-11,0.92
260247,2024-01-06,0.97
260247,2025-06-04,1.0
260351,2021-03-07,0.91
260351,2023-03-19,0.93
260351,2024-10-23,0.98
260351,2025-01-20,1.0
260523,2021-08-01,0.88
260523,2022-08-06,0.95
260523,2023-09-01,0.99
260523,2024-09-21,1.0
260632,2021-03-26,0.9
260632,2023-12-12,0.95
260632,2024-01-24,0.99
260632,2025-08-08,1.0
260645,2021-12-14,0.84
260645,2022-04-23,0.92
260645,2024-06-19,0.97
260645,2025-08-25,1.0
260821,2021-01-07,0.81
260821,2022-05-11,0.9
260821,2023-12-15,0.95
260821,2024-10-19,1.0
260918,2021-07-22,0.86
260918,2022-05-02,0.94
260918,2023-12-28,0.97
260918,2024-08-13,1.0
260933,2021-06-03,0.86
260933,2022-01-31,0.93
260933,2023-01-04,0.94
260933,2024-01-10,0.95
260933,2025-05-07,1.0
260987,2021-04-05,0.99
260987,2025-03-01,1.0
261000,2021-05-18,0.92
261000,2022-09-07,1.0
261181,2021-01-08,0.92
261181,2023-01-08,0.95
261181,2024-03-29,0.96
261181,2025-09-16,1.0
261308,2021-04-20,0.93
261308,2023-01-13,0.95
261308,2024-09-01,1.0
261366,2021-09-18,0.84
261366,2022-07-21,0.9
261366,2023-03-21,0.92
261366,2024-12-19,0.97
261366,2025-07-22,1.0
261382,2021-10-22,0.92
261382,2023-03-27,0.96
261382,2024-11-05,1.0
261393,2021-09-19,0.93
261393,2022-08-16,0.99
261393,2024-07-17,1.0
261417,2021-07-11,0.92
261417,2022-07-27,1.0
261713,2021-05-10,0.9
261713,2022-07-25,0.98
261713,2025-01-28,1.0
261744,2021-11-18,0.84
261744,2022-04-04,0.91
261744,2023-10-04,0.96
261744,2024-11-03,0.98
261744,2025-12-05,1.0
261961,2021-03-13,0.9
261961,2023-12-20,0.95
261961,2024-04-25,1.0
262010,2021-01-16,0.88
262010,2022-04-02,0.94
262010,2023-05-17,0.95
262010,2024-12-18,0.97
262010,2025-04-27,1.0
262089,2021-05-12,0.92
262089,2023-02-18,0.96
262089,2024-03-05,0.99
262089,2025-02-08,1.0
262252,2021-11-26,1.0
262456,2021-06-15,0.84
262456,2022-03-14,0.91
262456,2024-09-25,0.95
262456,2025-01-06,1.0
262524,2021-07-16,0.81
262524,2022-05-18,0.9
262524,2023-02-13,0.94
262524,2024-04-03,0.99
262524,2025-09-19,1.0
262595,2021-06-28,0.94
262595,2023-01-22,0.99
262595,2024-06-30,1.0
262788,2021-05-26,0.9
262788,2023-01-15,0.95
262788,2024-04-28,0.97
262788,2025-11-15,1.0
262892,2021-12-04,0.8
262892,2022-04-18,0.88
262892,2023-01-12,0.91
262892,2024-03-20,0.96
262892,2025-01-10,1.0
262979,2021-10-19,0.86
262979,2022-12-05,0.93
262979,2023-11-17,0.96
262979,2024-04-20,1.0
263060,2021-01-30,0.84
263060,2022-06-07,0.9
263060,2023-09-08,0.91
263060,2024-03-07,0.96
263060,2025-07-03,1.0
263123,2021-09-20,0.87
263123,2022-12-28,0.95
263123,2023-09-28,0.97
263123,2024-04-08,0.99
263123,2025-08-30,1.0
263206,2021-09-09,0.93
263206,2023-06-09,0.97
263206,2024-02-18,1.0
263305,2021-02-21,0.85
263305,2022-05-20,0.91
263305,2023-04-04,0.94
263305,2024-09-19,0.97
263305,2025-07-10,1.0
263336,2021-06-19,0.88
263336,2022-07-28,0.96
263336,2023-01-19,0.98
263336,2024-12-17,0.99
263336,2025-10-29,1.0
263557,2021-03-19,0.81
263557,2022-04-25,0.88
263557,2023-07-12,0.94
263557,2024-01-19,0.99
263557,2025-02-22,1.0
263558,2021-01-06,0.91
263558,2022-03-12,1.0
263685,2021-12-13,0.83
263685,2022-02-15,0.9
263685,2023-07-05,0.95
263685,2024-09-29,1.0
263869,2021-11-24,0.94
263869,2023-05-17,1.0
263917,2021-08-14,0.91
263917,2023-12-06,0.96
263917,2024-06-27,1.0
263952,2021-02-28,0.81
263952,2022-12-09,0.9
263952,2023-05-01,0.94
263952,2024-02-27,0.97
263952,2025-10-21,1.0
263998,2021-10-10,0.93
263998,2023-01-10,0.98
263998,2024-06-15,1.0
264598,2021-07-02,0.91
264598,2022-11-14,0.98
264598,2024-08-28,1.0
264654,2021-08-04,0.91
264654,2022-08-18,0.99
264654,2025-04-26,1.0
264822,2021-01-15,0.85
264822,2022-12-18,0.91
264822,2023-11-03,0.96
264822,2025-08-25,1.0
264897,2021-08-03,0.85
264897,2022-07-27,0.94
264897,2023-11-01,0.98
264897,2024-06-27,0.99
264897,2025-01-11,1.0
264902,2021-05-03,0.9
264902,2023-05-25,0.94
264902,2024-10-05,0.97
264902,2025-06-16,1.0
264956,2021-08-10,0.87
264956,2022-04-24,0.94
264956,2023-11-11,0.96
264956,2024-01-18,0.98
264956,2025-12-09,1.0
264980,2021-05-11,0.88
264980,2022-06-08,0.97
264980,2025-03-17,1.0
265286,2021-05-31,0.82
265286,2022-05-19,0.9
265286,2023-02-09,0.94
265286,2024-01-24,0.98
265286,2025-03-07,1.0
265590,2021-07-04,0.81
265590,2022-06-02,0.9
265590,2023-03-30,0.93
265590,2024-07-10,0.96
265590,2025-08-19,1.0
265644,2021-12-06,0.82
265644,2022-04-09,0.91
265644,2023-07-10,0.95
265644,2025-09-22,1.0
265742,2021-10-20,0.92
265742,2024-09-17,0.96
265742,2025-07-14,1.0
265747,2021-06-18,0.92
265747,2023-09-08,0.96
265747,2025-07-16,1.0
265799,2021-04-27,0.84
265799,2022-04-16,0.93
265799,2023-09-02,0.95
265799,2024-08-14,0.96
265799,2025-03-26,1.0
265827,2021-11-09,0.82
265827,2022-08-31,0.91
265827,2023-08-15,0.94
265827,2024-05-22,0.99
265827,2025-05-27,1.0
265858,2021-05-19,0.93
265858,2023-06-18,0.99
265858,2025-04-16,1.0
265926,2021-07-17,0.94
265926,2023-08-29,0.96
265926,2024-01-18,0.97
265926,2025-04-30,1.0
266066,2021-06-13,0.86
266066,2022-08-30,0.95
266066,2023-04-28,0.97
266066,2024-08-25,0.98
266066,2025-03-03,1.0
266295,2021-04-03,0.87
266295,2022-10-15,0.93
266295,2023-08-20,0.97
266295,2024-05-22,0.99
266295,2025-08-12,1.0
266396,2021-12-06,0.88
266396,2022-07-15,0.95
266396,2023-09-20,0.98
266396,2025-09-28,1.0
266536,2021-02-12,0.87
266536,2022-10-15,0.95
266536,2023-09-04,0.97
266536,2024-06-23,1.0
266633,2021-07-11,0.85
266633,2022-09-14,0.94
266633,2024-02-06,0.96
266633,2025-09-17,1.0
266665,2021-03-16,0.88
266665,2022-07-02,0.94
266665,2023-01-23,0.97
266665,2025-02-23,1.0
266943,2021-03-30,0.88
266943,2022-05-07,0.96
266943,2023-04-17,1.0
266970,2021-09-11,0.83
266970,2022-10-05,0.9
266970,2023-10-17,0.95
266970,2024-06-18,1.0
267142,2021-02-01,0.93
267142,2023-10-09,0.95
267142,2025-08-10,1.0
267165,2021-03-19,0.9
267165,2022-09-10,0.97
267165,2024-03-12,1.0
267178,2021-03-10,0.96
267178,2023-11-02,0.99
267178,2025-07-28,1.0
267209,2021-01-12,0.89
267209,2022-02-24,0.97
267209,2023-11-13,1.0
267332,2021-01-08,0.87
267332,2022-08-08,0.95
267332,2025-04-27,1.0
267672,2021-11-14,0.89
267672,2022-02-26,0.96
267672,2023-06-02,0.97
267672,2024-06-24,0.98
267672,2025-03-22,1.0
267908,2021-06-23,0.96
267908,2023-06-01,1.0
267975,2021-04-12,0.82
267975,2022-12-25,0.9
267975,2023-12-01,0.95
267975,2024-06-09,0.96
267975,2025-04-18,1.0
268026,2021-10-06,0.92
268026,2022-02-08,1.0
268031,2021-09-15,0.86
268031,2022-07-21,0.92
268031,2023-12-23,0.95
268031,2024-06-17,0.98
268031,2025-09-24,1.0
268151,2021-01-19,0.85
268151,2022-02-21,0.92
268151,2023-10-19,0.94
268151,2024-09-03,0.97
268151,2025-10-25,1.0
268298,2021-07-11,0.95
268298,2025-03-01,1.0
268436,2021-04-13,0.96
268436,2023-08-24,0.98
268436,2024-10-11,1.0
268564,2021-08-03,0.81
268564,2022-06-02,0.89
268564,2023-03-09,0.93
268564,2024-08-13,0.97
268564,2025-02-24,1.0
268589,2021-01-14,0.94
268589,2024-06-07,0.95
268589,2025-03-10,1.0
269575,2021-08-16,0.97
269575,2023-09-21,1.0
269895,2021-04-28,0.85
269895,2022-09-05,0.93
269895,2023-04-01,0.95
269895,2024-11-01,1.0
269916,2021-11-07,0.94
269916,2023-07-02,0.96
269916,2024-06-05,0.98
269916,2025-11-05,1.0
269972,2021-07-26,0.94
269972,2023-06-19,0.98
269972,2024-05-13,0.99
269972,2025-01-01,1.0
270129,2021-07-16,0.96
270129,2024-04-28,1.0
270248,2021-10-11,0.87
270248,2022-06-04,0.93
270248,2023-12-09,0.97
270248,2024-03-05,1.0
270331,2021-08-12,0.94
270331,2023-10-30,0.97
270331,2024-07-01,0.98
270331,2025-05-28,1.0
270341,2021-06-16,0.9
270341,2024-12-18,0.95
270341,2025-06-18,1.0
270651,2021-02-14,0.87
270651,2023-08-04,0.91
270651,2024-05-27,0.96
270651,2025-11-05,1.0
270669,2021-11-15,0.85
270669,2022-03-02,0.94
270669,2024-01-10,0.96
270669,2025-11-05,1.0
270710,2021-08-20,0.89
270710,2022-12-28,0.98
270710,2024-07-20,1.0
270717,2021-11-08,0.85
270717,2022-06-22,0.95
270717,2023-09-18,0.97
270717,2024-10-23,0.98
270717,2025-12-11,1.0
270973,2021-02-24,0.88
270973,2022-06-25,0.95
270973,2024-12-28,0.97
270973,2025-12-23,1.0
271064,2021-01-17,0.82
271064,2022-07-11,0.88
271064,2023-01-06,0.92
271064,2024-03-01,0.96
271064,2025-05-20,1.0
271116,2021-01-01,0.87
271116,2022-07-31,0.96
271116,2023-01-06,1.0
271390,2021-03-05,0.88
271390,2022-01-14,0.95
271390,2023-05-06,0.98
271390,2024-11-06,1.0
271614,2021-09-19,0.98
271614,2023-07-18,0.99
271614,2025-03-17,1.0
271752,2021-04-30,0.88
271752,2022-05-07,0.95
271752,2024-06-10,0.97
271752,2025-06-20,1.0
271894,2021-01-22,0.86
271894,2022-04-06,0.92
271894,2023-07-18,0.95
271894,2024-08-12,0.96
271894,2025-12-03,1.0
271959,2021-08-05,0.84
271959,2022-08-16,0.91
271959,2023-03-04,0.96
271959,2025-09-12,1.0
271967,2021-04-20,0.9
271967,2022-09-11,0.97
271967,2024-09-08,0.99
271967,2025-05-14,1.0
272134,2021-01-25,0.9
272134,2023-08-10,0.95
272134,2024-10-09,0.96
272134,2025-10-01,1.0
272447,2021-01-30,0.84
272447,2022-05-03,0.93
272447,2024-01-14,0.98
272447,2025-10-13,1.0
272502,2021-02-09,0.84
272502,2022-05-19,0.92
272502,2023-01-14,0.97
272502,2025-03-06,1.0
272547,2021-10-06,0.95
272547,2023-07-29,0.98
272547,2024-10-25,1.0
272704,2021-05-31,0.87
272704,2022-08-09,0.93
272704,2023-01-29,0.97
272704,2024-03-09,0.98
272704,2025-12-13,1.0
272772,2021-08-06,0.85
272772,2022-10-08,0.94
272772,2023-01-08,0.96
272772,2024-06-22,0.98
272772,2025-11-22,1.0
272876,2021-07-17,0.85
272876,2022-03-19,0.93
272876,2023-11-15,0.96
272876,2024-11-08,0.99
272876,2025-10-21,1.0
272882,2021-06-11,0.86
272882,2022-06-07,0.93
272882,2023-09-21,0.98
272882,2024-06-28,1.0
272982,2021-08-30,0.85
272982,2022-03-30,0.92
272982,2023-02-02,0.94
272982,2024-04-03,0.99
272982,2025-07-01,1.0
273188,2021-05-07,0.86
273188,2022-01-12,0.92
273188,2023-09-09,0.97
273188,2024-09-12,0.99
273188,2025-11-09,1.0
273229,2021-10-21,0.91
273229,2022-09-15,1.0
273326,2021-07-06,0.85
273326,2022-10-30,0.95
273326,2023-02-12,0.97
273326,2024-08-15,1.0
273340,2021-02-15,0.96
273340,2023-09-17,0.98
273340,2025-01-09,1.0
273370,2021-11-08,0.87
273370,2022-06-11,0.95
273370,2024-03-29,0.96
273370,2025-12-29,1.0
273512,2021-08-18,0.85
273512,2022-11-03,0.92
273512,2023-11-30,0.95
273512,2024-06-18,0.97
273512,2025-03-12,1.0
273564,2021-02-02,0.9
273564,2022-11-11,0.98
273564,2024-11-06,1.0
273678,2021-07-27,0.91
273678,2022-08-16,1.0
273781,2021-08-03,0.98
273781,2024-09-26,0.99
273781,2025-08-14,1.0
273791,2021-05-11,0.9
273791,2022-03-05,0.97
273791,2023-09-22,0.99
273791,2025-04-26,1.0
274086,2021-03-10,0.95
274086,2023-12-05,0.99
274086,2025-08-06,1.0
274248,2021-12-09,0.82
274248,2022-10-07,0.9
274248,2023-03-20,0.95
274248,2024-04-27,0.97
274248,2025-08-04,1.0
274318,2021-03-03,0.94
274318,2023-12-18,0.96
274318,2025-03-15,1.0
274369,2021-02-27,0.98
274369,2024-12-26,1.0
274760,2021-11-16,0.87
274760,2022-11-24,0.95
274760,2023-12-19,0.99
274760,2024-08-19,1.0
274790,2021-04-12,0.9
274790,2023-09-12,0.93
274790,2024-12-20,0.97
274790,2025-07-09,1.0
274802,2021-03-02,0.87
274802,2022-12-18,0.96
274802,2025-08-17,1.0
274862,2021-04-11,0.78
274862,2022-12-14,0.87
274862,2023-03-15,0.92
274862,2024-10-07,0.96
274862,2025-03-09,1.0
274899,2021-02-01,0.95
274899,2023-04-01,0.97
274899,2025-01-07,1.0
274919,2021-11-19,0.83
274919,2022-06-04,0.89
274919,2023-07-01,0.93
274919,2024-11-22,0.97
274919,2025-03-28,1.0
274979,2021-10-28,0.86
274979,2022-04-01,0.93
274979,2023-08-24,0.96
274979,2025-03-20,1.0
