customer_id,signup_date,birth_date,city,is_active
129,2024-07-03,1994-06-05,Bilbao,True
130,2022-12-15,1979-09-01,Las Palmas de Gran Canaria,True
131,2019-11-27,1999-02-09,Jaén,True
132,2025-06-12,1996-10-13,Cartagena,True
133,2020-08-20,2000-05-11,Salamanca,True
134,2020-03-26,1953-03-21,Jerez de la Frontera,True
135,2023-05-01,1994-11-03,Huelva,True
136,2025-01-23,1991-08-24,Avilés,True
137,2022-04-22,1984-05-08,Hospitalet de Llobregat,True
138,2025-05-11,2001-09-09,Almería,False
139,2019-03-13,2009-11-01,Sabadell,True
140,2025-10-21,1986-06-20,Alicante,True
141,2020-10-17,1950-11-20,Reus,True
142,2023-03-19,1999-11-22,Cáceres,False
143,2024-09-04,1968-06-19,Lleida,True
144,2023-08-30,1978-04-14,Lugo,True
145,2019-10-14,2006-09-19,Elche,True
146,2020-10-09,1997-03-16,Miranda de Ebro,True
147,2023-11-06,1983-06-23,Pamplona,True
148,2022-12-07,1946-12-13,León,True
149,2021-10-07,1968-09-06,Santiago de Compostela,True
150,2019-09-10,1960-09-29,Talavera de la Reina,True
151,2025-12-03,1959-03-12,Motril,True
152,2021-09-17,1988-09-05,Alicante,True
153,2020-04-27,1977-09-10,Talavera de la Reina,False
154,2024-07-20,2002-05-25,Cádiz,False
155,2024-06-16,1974-02-15,Torrevieja,True
156,2021-12-11,1966-10-15,Talavera de la Reina,False
157,2022-09-13,1988-04-14,Santiago de Compostela,True
158,2020-06-22,1983-10-20,Telde,True
159,2023-06-13,1942-08-09,Talavera de la Reina,True
160,2025-08-13,1976-04-09,Calatayud,True
161,2019-06-07,1995-10-29,A Coruña,True
162,2022-06-02,1993-02-06,Vigo,True
163,2018-12-10,1997-08-30,Sabadell,True
164,2023-03-07,1956-04-20,Lucena,True
165,2021-09-02,1958-12-27,Reus,True
166,2022-04-02,1964-12-17,Terrassa,True
167,2018-12-02,1982-03-12,Cádiz,True
168,2018-08-02,1971-05-25,Telde,True
169,2025-04-23,1943-08-12,Jerez de la Frontera,False
170,2020-03-27,1941-10-29,Cartagena,True
171,2019-06-02,1982-06-26,Logroño,True
172,2020-06-11,1981-09-20,Torrelavega,True
173,2019-11-19,1994-05-10,Móstoles,False
174,2019-04-15,2009-10-11,Zaragoza,False
175,2019-03-19,1991-12-01,Jerez de la Frontera,False
176,2024-06-16,2000-10-07,Toledo,True
177,2020-03-23,1946-10-26,Alcalá de Henares,True
178,2025-01-13,1961-10-14,Marbella,True
179,2021-05-20,2001-05-21,Getafe,True
180,2024-05-07,2010-03-19,Córdoba,True
181,2022-10-21,1999-05-07,Guadalajara,True
182,2025-04-06,1970-08-12,El Ejido,True
183,2023-07-01,1949-06-20,Girona,False
184,2025-02-16,1981-03-30,Teruel,True
185,2023-11-08,1998-05-10,Burgos,True
186,2024-01-14,2009-06-30,Torrevieja,True
187,2024-08-23,1964-01-29,Soria,False
188,2018-12-21,1965-01-08,Tarragona,True
189,2023-03-19,1991-02-14,Murcia,True
190,2021-10-09,1942-07-29,Valencia,False
191,2020-01-15,1983-09-28,Las Palmas de Gran Canaria,True
192,2020-11-24,1970-07-14,Miranda de Ebro,False
193,2025-11-12,1964-10-13,Ourense,True
194,2020-02-22,1947-09-06,La Laguna,True
195,2023-06-25,1989-10-22,La Laguna,True
196,2025-03-30,2003-11-11,Castellón de la Plana,True
197,2018-03-12,1948-05-07,Ponferrada,True
198,2025-10-04,1961-10-29,Salamanca,True
199,2022-02-20,1982-06-16,Lugo,True
200,2022-10-09,2006-12-02,Lugo,True
201,2025-11-18,1980-09-15,Burgos,True
202,2020-08-02,1950-10-28,Avilés,True
203,2024-01-04,2008-05-18,Gijón,True
204,2023-06-07,1964-10-21,Alcalá de Henares,False
205,2023-11-19,1993-07-16,León,False
206,2020-03-06,1966-07-30,Santa Cruz de Tenerife,True
207,2021-05-23,1941-04-08,A Coruña,True
208,2018-07-06,1944-11-21,Lugo,True
209,2019-06-02,1997-03-23,Castellón de la Plana,True
210,2018-02-20,1991-07-02,León,True
211,2022-12-10,1970-07-26,Gijón,False
212,2020-10-31,1982-11-10,Torremolinos,True
213,2022-06-30,1984-02-12,Huelva,True
214,2025-09-12,1944-10-22,Teruel,True
215,2024-04-24,1967-04-05,Jaén,False
216,2019-05-01,1990-01-24,Terrassa,True
217,2024-12-08,1960-03-31,Mérida,True
218,2022-12-19,1966-09-04,Alcalá de Henares,False
219,2021-06-04,1991-01-05,Cartagena,True
220,2019-02-11,2008-06-05,Ibiza,True
221,2020-12-19,1999-04-01,Jaén,True
222,2019-12-13,1989-07-09,Huelva,True
223,2022-08-01,1980-06-01,Getafe,True
224,2018-05-14,1960-10-07,León,True
225,2025-11-19,1980-09-24,Huelva,True
226,2020-12-19,2010-09-05,Pamplona,True
227,2020-03-21,1978-02-20,Torremolinos,True
228,2025-04-06,1953-05-14,Burgos,True
229,2018-10-20,1945-05-08,Calatayud,True
230,2024-09-03,2007-03-11,Vigo,False
231,2022-12-04,1951-02-26,Alicante,True
232,2025-11-06,1976-02-10,Burgos,True
233,2023-07-16,1979-04-10,Jaén,True
234,2022-11-05,2005-11-24,Soria,True
235,2018-04-16,1948-03-11,Santa Cruz de Tenerife,False
236,2024-06-14,1992-09-02,Cádiz,False
237,2025-07-16,1964-03-06,Pontevedra,True
238,2019-12-19,1982-03-18,Mérida,True
239,2021-02-13,1956-04-13,Madrid,True
240,2023-07-08,1948-03-08,Elche,True
241,2021-09-27,1968-10-20,Logroño,True
242,2019-10-21,1969-08-03,Badalona,True
243,2021-03-26,1999-06-11,Hospitalet de Llobregat,True
244,2024-03-03,1943-04-17,Reus,True
245,2020-10-30,1969-01-01,Torremolinos,False
246,2022-07-14,1986-03-02,Almería,True
247,2024-02-01,1981-06-12,Badalona,True
248,2023-10-25,1972-06-15,Cartagena,True
249,2025-01-05,1979-08-28,Lucena,True
250,2024-02-28,1951-10-03,León,True
251,2025-10-31,1983-06-27,Sevilla,True
252,2025-01-24,1994-08-16,La Laguna,True
253,2021-06-26,1989-06-01,El Ejido,True
254,2019-01-17,1960-02-27,Torremolinos,True
255,2019-04-27,1998-02-09,Teruel,True
256,2021-04-10,1985-08-26,Burgos,True
257,2023-05-31,1982-05-13,Santander,True
258,2019-08-16,1974-05-31,Avilés,False
259,2023-09-13,2006-12-14,Alcalá de Guadaíra,False
260,2021-02-05,2009-04-27,Terrassa,True
261,2023-09-11,1963-12-20,Almería,True
262,2021-05-07,1992-08-27,Madrid,False
263,2023-06-29,1953-05-01,Tarragona,True
264,2021-11-14,1969-10-28,Lugo,True
265,2022-03-26,1980-11-06,Soria,False
266,2025-10-27,1961-06-04,Pontevedra,True
267,2022-08-10,1943-12-01,Segovia,True
268,2025-11-28,1974-03-15,Talavera de la Reina,False
269,2025-04-24,1953-08-24,Valencia,False
270,2019-06-02,1985-01-23,Alcalá de Henares,True
271,2019-02-16,1979-07-02,Málaga,True
272,2023-02-15,1941-05-17,Huesca,True
273,2025-05-05,1953-11-06,Huelva,True
274,2020-12-21,1970-05-16,Cartagena,True
275,2025-04-15,1947-03-16,Valladolid,False
276,2023-12-26,1974-02-03,Segovia,True
277,2023-06-22,1988-07-15,Algeciras,True
278,2020-08-19,1996-08-15,León,False
279,2019-01-06,1978-12-07,Málaga,True
280,2025-11-23,1949-01-06,Lleida,True
281,2021-05-11,1942-08-06,Córdoba,True
282,2018-08-18,1966-04-27,Ciudad Real,True
283,2019-08-20,1961-11-27,Cáceres,True
284,2025-08-24,1956-02-26,Calatayud,True
285,2024-11-01,1974-04-27,Cartagena,True
286,2023-08-01,1992-04-25,Huesca,True
287,2025-02-25,1962-10-14,Reus,True
288,2018-02-08,1981-09-27,León,True
289,2019-10-10,1946-08-17,Lleida,False
290,2024-08-03,1966-11-02,Vitoria-Gasteiz,False
291,2025-09-28,1962-06-09,Reus,True
292,2020-03-26,1974-07-06,Torrevieja,True
293,2022-04-12,1991-04-23,Ciudad Real,True
294,2025-11-04,1966-06-27,Cádiz,False
295,2025-05-20,1975-07-05,Miranda de Ebro,True
296,2025-09-10,2009-10-28,Lucena,False
297,2023-07-28,1965-09-04,Santa Cruz de Tenerife,True
298,2021-12-14,1959-08-25,Vitoria-Gasteiz,True
299,2020-10-23,2000-10-20,Barakaldo,True
300,2019-07-15,1996-05-12,Málaga,False
301,2025-04-01,1943-07-15,Salamanca,True
302,2018-05-17,1991-12-30,Cuenca,True
303,2019-01-05,1966-06-23,Soria,True
304,2019-12-21,1958-01-05,Dos Hermanas,True
305,2022-02-07,1987-08-16,Gandía,False
306,2019-11-05,1963-01-20,Torrevieja,False
307,2021-04-23,2006-12-23,Zamora,True
308,2023-04-03,1946-10-03,Huesca,True
309,2020-07-13,2000-09-03,Barcelona,False
310,2024-04-01,1972-10-24,Linares,True
311,2018-02-27,1963-09-22,A Coruña,True
312,2022-02-18,2000-05-12,Ávila,True
313,2025-02-28,1973-04-29,Marbella,True
314,2023-04-16,1942-03-31,Cartagena,False
315,2024-04-18,1969-06-05,Murcia,True
316,2018-09-16,1997-01-01,Alicante,False
317,2021-05-22,1998-03-31,Badalona,True
318,2018-07-05,1943-05-04,Palencia,False
319,2019-04-21,1948-09-19,La Laguna,False
320,2019-07-10,1974-11-13,Reus,True
321,2025-10-23,1988-06-18,Terrassa,True
322,2019-09-25,1977-03-21,Bilbao,True
323,2023-06-28,1995-03-26,Badalona,False
324,2021-02-19,1942-12-08,Guadalajara,True
325,2022-12-27,1961-03-07,Cuenca,True
326,2025-09-09,1972-12-14,Santiago de Compostela,False
327,2025-03-26,1972-03-06,Granada,True
328,2020-02-17,1950-12-16,Reus,True
329,2020-05-18,1997-07-27,Vitoria-Gasteiz,True
330,2018-03-29,1944-07-15,Valladolid,True
331,2019-05-31,2010-08-08,Vigo,True
332,2024-03-20,1958-08-02,Alcalá de Henares,True
333,2020-08-12,1969-06-23,Huesca,True
334,2024-09-07,1940-04-02,Miranda de Ebro,False
335,2019-08-16,1951-08-30,Santiago de Compostela,True
336,2019-12-16,1949-11-11,Barakaldo,False
337,2019-06-24,1941-05-01,Ciudad Real,True
338,2020-09-01,1992-10-29,Soria,True
339,2020-12-22,1944-09-13,Dos Hermanas,True
340,2023-11-25,1950-03-13,Motril,True
341,2022-01-22,1986-01-16,Alcalá de Henares,True
342,2023-08-26,1959-11-16,Murcia,True
343,2025-05-22,1986-10-12,Palencia,True
344,2018-05-08,1945-06-16,Torrevieja,True
345,2022-10-13,2001-07-21,Marbella,True
346,2022-12-22,1946-08-05,Jaén,True
347,2019-08-31,1945-11-22,Dos Hermanas,True
348,2025-02-06,1992-07-07,Lugo,True
349,2022-04-10,1993-08-05,Cáceres,True
350,2023-09-02,1994-04-25,Girona,True
351,2025-11-14,1950-04-07,Bilbao,True
352,2024-03-08,2004-09-01,Las Palmas de Gran Canaria,True
353,2020-07-24,1977-02-14,Zamora,True
354,2022-06-22,1977-04-27,Málaga,True
355,2021-07-04,1999-09-02,Torrelavega,True
356,2019-09-18,2001-08-13,Elche,True
357,2018-12-16,1948-05-12,Girona,True
358,2022-03-07,1951-09-03,Ourense,True
359,2024-04-19,1990-05-23,Valladolid,True
360,2022-08-10,1971-09-21,Logroño,False
361,2022-09-29,2004-09-08,Lucena,False
362,2024-09-25,1968-01-12,Ciudad Real,True
363,2023-09-10,1959-02-01,Teruel,True
364,2020-07-07,1949-09-16,Albacete,True
365,2022-02-14,1950-04-22,Miranda de Ebro,True
366,2022-10-24,1990-04-29,Cartagena,True
367,2025-03-17,1989-12-12,Jerez de la Frontera,True
368,2025-05-18,2002-03-19,Burgos,True
369,2021-01-24,2003-01-16,Salamanca,False
370,2021-12-08,1940-07-19,Gijón,False
371,2024-05-08,1998-12-21,Hospitalet de Llobregat,True
372,2025-02-06,1942-10-01,Linares,True
373,2020-05-31,1973-10-01,Terrassa,True
374,2019-10-07,1973-03-13,Salamanca,True
375,2024-05-13,1993-06-28,Jaén,False
376,2019-09-30,1954-02-14,Cartagena,True
377,2018-12-01,1964-05-30,Lleida,True
378,2023-06-13,1994-06-18,Lleida,True
379,2020-06-01,2007-09-23,Badajoz,True
380,2022-10-27,1949-12-12,León,True
381,2024-08-26,1983-08-28,Cáceres,True
382,2018-07-06,1959-10-13,Barcelona,False
383,2018-08-13,1940-09-08,Ibiza,True
384,2020-05-15,2008-11-03,Alcalá de Guadaíra,True
385,2021-03-31,1969-06-08,Sevilla,True
386,2022-10-30,1955-10-06,Dos Hermanas,True
387,2025-11-22,1960-08-23,Gandía,True
388,2025-06-29,1971-10-10,Huelva,True
389,2018-06-23,1979-02-19,Cádiz,True
390,2018-11-15,1968-02-01,Pontevedra,True
391,2022-07-15,2003-08-26,Vitoria-Gasteiz,True
392,2019-04-17,1976-05-03,Cádiz,False
393,2019-12-05,1995-06-15,Reus,True
394,2022-01-22,1947-11-27,Girona,True
395,2020-09-23,1979-02-01,Alcalá de Henares,True
396,2018-11-19,1975-07-04,Salamanca,True
397,2020-06-26,1969-11-17,Calatayud,True
398,2025-02-06,1950-03-25,Cáceres,True
399,2021-12-02,1971-07-01,San Sebastián,True
400,2020-08-25,1949-03-22,Huesca,True
401,2019-12-12,1994-01-16,Teruel,True
402,2025-05-08,1946-10-05,Oviedo,False
403,2025-01-16,1984-04-30,Alicante,True
404,2024-07-01,1980-04-09,Vigo,True
405,2025-01-02,1968-12-29,Pamplona,True
406,2022-12-07,1946-02-15,Elche,True
407,2021-05-25,1964-08-22,Alcalá de Henares,True
408,2023-09-10,1946-08-28,Salamanca,True
409,2018-06-04,1945-02-07,Guadalajara,True
410,2018-11-11,1997-11-01,Linares,True
411,2023-09-08,1974-06-29,Alicante,True
412,2018-06-18,1980-05-06,Pontevedra,True
413,2021-08-09,1994-04-11,Elche,True
414,2018-09-11,1980-06-01,Marbella,True
415,2021-11-07,2004-01-31,Jaén,True
416,2019-12-08,1943-07-06,Santander,True
417,2022-12-05,1987-01-06,Mérida,True
418,2022-01-30,1973-06-13,León,True
419,2021-10-17,2000-11-27,Getafe,True
420,2025-01-28,1998-01-26,Valladolid,True
421,2019-01-23,1990-01-21,Talavera de la Reina,True
422,2025-05-13,1994-01-26,Teruel,True
423,2024-07-14,1999-07-15,Huesca,False
424,2021-06-24,1998-11-09,Barakaldo,True
425,2024-09-03,2003-08-05,Jaén,True
426,2022-03-23,1997-09-23,Valladolid,True
427,2025-07-07,2003-01-20,Cáceres,True
428,2025-07-09,1977-12-26,Badajoz,True
429,2022-01-25,1967-09-16,Gijón,False
430,2021-10-31,2008-09-25,Castellón de la Plana,True
431,2019-07-18,1953-11-25,Huelva,True
432,2019-02-19,1985-07-18,Santiago de Compostela,True
433,2023-11-27,1943-05-21,Barakaldo,True
434,2024-12-06,1951-10-04,Getafe,True
435,2019-10-27,1956-03-22,Cartagena,True
436,2019-11-10,2004-09-12,Lleida,True
437,2022-02-01,2000-09-05,La Laguna,False
438,2024-11-05,1965-07-24,Tarragona,True
439,2020-09-06,1967-10-06,Elche,False
440,2020-03-05,1972-12-31,Pontevedra,False
441,2023-03-07,2009-01-10,León,True
442,2023-08-22,1987-04-27,Terrassa,False
443,2020-03-28,1994-03-31,Alcalá de Guadaíra,False
444,2018-08-02,1997-07-10,Torrevieja,False
445,2024-03-21,1949-03-15,Mérida,False
446,2021-03-13,1947-07-11,Zaragoza,True
447,2023-10-04,1953-03-21,Girona,True
448,2020-06-28,1980-06-21,Albacete,False
449,2022-08-27,1944-10-11,Barcelona,True
450,2020-08-23,1974-08-23,Jaén,True
451,2018-04-26,1968-08-03,Málaga,True
452,2025-04-16,1970-01-29,Huesca,True
453,2021-03-21,1982-05-21,Alcalá de Guadaíra,True
454,2023-04-06,1980-03-30,Murcia,True
455,2018-11-21,1941-09-14,Torrelavega,True
456,2019-09-05,1989-03-27,Móstoles,True
457,2019-04-01,2009-08-19,León,True
458,2019-05-15,1944-04-13,La Laguna,True
459,2024-12-26,1981-01-03,Motril,True
460,2023-08-10,1993-07-14,A Coruña,True
461,2023-10-12,1991-08-04,La Laguna,True
462,2021-04-08,1978-07-05,Almería,True
463,2020-09-12,1991-03-13,Terrassa,True
464,2025-06-30,1947-09-06,Cáceres,False
465,2018-10-05,1987-03-12,Santiago de Compostela,True
466,2023-09-11,1989-09-18,Cádiz,True
467,2023-04-10,1943-11-27,Vitoria-Gasteiz,True
468,2022-03-10,1962-10-03,Cádiz,True
469,2018-10-04,1970-12-07,La Laguna,True
470,2025-01-17,1949-04-19,Madrid,True
471,2021-09-23,1951-12-20,Córdoba,True
472,2021-10-18,1997-09-01,Oviedo,True
473,2025-09-05,1981-09-06,Torrevieja,True
474,2019-07-07,1945-08-29,Reus,True
475,2020-04-05,1943-12-06,Palma,False
476,2021-07-16,1967-10-26,Badajoz,True
477,2024-02-03,1982-06-21,Torrelavega,True
478,2025-04-03,1957-02-22,León,True
479,2018-07-15,1998-10-30,Valladolid,True
480,2022-02-16,1979-03-15,Hospitalet de Llobregat,True
481,2022-05-03,1970-06-01,Gijón,True
482,2023-07-31,1972-12-15,Mérida,True
483,2018-12-05,2005-03-25,Sabadell,True
484,2024-10-03,1956-03-10,Santiago de Compostela,True
485,2019-02-25,1947-03-08,Soria,True
486,2021-06-09,1980-01-02,Móstoles,True
487,2019-11-14,2001-11-18,Lleida,True
488,2018-06-23,2005-03-16,Ciudad Real,True
489,2022-11-17,1964-08-18,Vitoria-Gasteiz,False
490,2018-08-23,1946-09-24,Logroño,True
491,2022-01-28,1986-01-11,Zaragoza,False
492,2019-08-08,1994-07-04,Lleida,True
493,2018-10-03,1961-03-04,San Sebastián,True
494,2022-04-18,1990-11-21,Algeciras,True
495,2025-08-13,1980-05-13,Guadalajara,True
496,2018-11-11,1991-06-28,Alcalá de Guadaíra,True
497,2022-06-19,1968-03-15,Bilbao,True
498,2019-04-10,1942-04-29,Gijón,True
499,2022-05-05,1990-05-22,Sevilla,True
500,2020-12-02,2003-02-28,Tarragona,True
501,2024-11-11,1965-08-14,Castellón de la Plana,True
502,2019-07-10,1946-08-23,Tarragona,True
503,2025-12-31,1979-12-07,Linares,True
504,2021-08-02,1999-11-30,Albacete,True
505,2024-03-02,1988-08-21,Ponferrada,False
506,2019-10-08,2003-11-10,Vitoria-Gasteiz,True
507,2022-01-20,1985-08-22,Telde,True
508,2020-04-03,1952-06-16,La Laguna,True
509,2018-04-18,1972-05-17,Lugo,True
510,2023-03-30,1989-06-28,Dos Hermanas,True
511,2018-12-20,1945-11-24,Salamanca,True
512,2023-05-15,1987-02-28,Badalona,True
513,2024-06-12,1946-08-13,Dos Hermanas,False
514,2025-03-16,1946-08-27,Tarragona,True
515,2023-10-21,1970-11-28,Dos Hermanas,False
516,2024-03-08,1997-05-25,Alcalá de Henares,True
517,2019-06-13,1978-10-24,Gandía,False
518,2018-08-15,1951-02-20,Mérida,True
519,2019-11-06,1954-07-13,Soria,False
520,2020-07-12,1971-01-16,Mérida,False
521,2018-11-20,1962-06-25,Palma,True
522,2024-03-06,1964-08-15,Dos Hermanas,True
523,2024-11-21,1987-11-11,Linares,True
524,2019-11-22,1993-02-03,Madrid,True
525,2025-05-22,1996-01-09,Móstoles,True
526,2024-04-27,1943-09-11,Jerez de la Frontera,True
527,2025-03-12,2009-03-03,Pontevedra,True
528,2020-05-13,2008-10-21,Pontevedra,True
529,2025-03-02,1942-09-19,Valencia,False
530,2024-02-13,1965-12-26,San Sebastián,False
531,2023-06-02,1961-12-20,Hospitalet de Llobregat,True
532,2018-10-26,2001-10-11,Granada,True
533,2022-08-30,1983-06-11,Alicante,True
534,2024-10-20,1952-11-20,Segovia,False
535,2021-07-31,2005-11-13,Albacete,False
536,2019-06-20,2008-03-29,Guadalajara,True
537,2019-03-11,1968-08-17,La Laguna,True
538,2020-12-31,1980-05-02,Santander,True
539,2018-07-27,1966-01-13,Talavera de la Reina,False
540,2022-09-09,1962-04-10,Zaragoza,True
541,2024-06-24,2004-09-10,Segovia,True
542,2019-10-15,1984-09-13,Badajoz,True
543,2021-06-17,1984-08-14,Cádiz,True
544,2022-05-30,1985-05-06,Reus,False
545,2020-05-31,1992-05-02,Ciudad Real,True
546,2021-02-26,1984-05-25,Getafe,False
547,2025-05-03,2000-05-02,Elche,True
548,2018-02-03,1949-08-23,Girona,True
549,2020-12-19,2005-04-07,Cuenca,True
550,2022-02-07,1944-01-22,Hospitalet de Llobregat,True
551,2024-04-20,1957-06-18,Cuenca,True
552,2018-10-29,1974-08-29,Gandía,True
553,2024-03-02,1965-02-03,Cartagena,True
554,2019-05-02,1951-07-18,Málaga,True
555,2021-10-20,1990-01-17,Cuenca,True
556,2020-03-26,1994-01-18,Badajoz,True
557,2018-06-14,1944-01-24,Algeciras,True
558,2021-09-26,1982-07-02,Mérida,True
559,2024-10-19,1986-04-01,Alcalá de Guadaíra,True
560,2024-11-16,1968-07-29,Zaragoza,True
561,2024-11-30,2006-04-30,Palencia,True
562,2023-09-09,1985-09-23,A Coruña,True
563,2024-04-24,1966-11-23,Elche,True
564,2022-02-17,1969-09-19,Torremolinos,False
565,2024-07-18,1967-08-08,Pamplona,True
566,2023-04-28,1963-10-27,Bilbao,True
567,2024-06-27,1991-10-27,Santa Cruz de Tenerife,True
568,2024-07-18,1983-02-07,Calatayud,True
569,2024-12-13,2009-06-29,Toledo,True
570,2025-08-20,1961-09-23,Algeciras,True
571,2025-11-09,1949-11-10,Avilés,True
572,2021-07-08,1977-07-27,Teruel,True
573,2020-04-15,1976-10-25,Gandía,True
574,2023-04-16,2006-01-05,Granada,True
575,2023-10-26,1958-08-08,Ourense,True
