ticket_id,line_id,product_id,quantity,unit_price,discount_amount,line_amount
14,11,530339,4,13.46,0.0,53.84
14,12,590028,2,29.03,4.56,53.5
14,13,856515,7,3.58,0.0,25.06
15,1,354937,2,1.4,0.0,2.8
15,2,2084722,3,27.08,0.0,81.24
15,3,2058985,1,27.78,4.1,23.68
15,4,446882,3,37.54,0.0,112.62
15,5,257291,8,23.9,0.0,191.2
16,1,456031,8,21.72,0.0,173.76
16,2,919295,10,13.29,0.0,132.9
17,1,987350,9,18.13,0.0,163.17
17,2,1068933,2,15.29,0.0,30.58
17,3,2036790,1,11.35,0.0,11.35
17,4,2036790,6,11.35,0.0,68.1
17,5,791731,5,24.94,0.0,124.7
17,6,637858,3,7.72,0.0,23.16
17,7,1998318,7,35.2,0.0,246.4
17,8,2172826,10,44.6,0.0,446.0
17,9,416311,4,3.36,0.0,13.44
17,10,746744,2,8.33,0.0,16.66
17,11,352527,10,22.83,0.0,228.3
17,12,956181,9,39.59,0.0,356.31
17,13,920104,4,31.5,0.0,126.0
17,14,480644,2,29.04,0.0,58.08
17,15,954320,7,1.05,1.44,5.91
18,1,597668,6,19.76,0.0,118.56
18,2,533094,8,0.56,0.0,4.48
18,3,548260,10,45.47,0.0,454.7
18,4,428481,1,35.73,0.0,35.73
18,5,1974242,7,42.54,0.0,297.78
18,6,284500,1,47.2,0.0,47.2
18,7,1951586,7,29.38,0.0,205.66
18,8,853212,3,6.42,0.0,19.26
18,9,964916,6,19.62,0.0,117.72
18,10,1052232,1,17.83,0.0,17.83
18,11,625810,3,35.24,0.0,105.72
18,12,617703,8,3.55,0.0,28.4
19,1,554523,2,48.77,0.0,97.54
19,2,749573,9,41.02,0.0,369.18
19,3,2294983,8,24.45,0.0,195.6
19,4,823030,1,44.47,0.0,44.47
20,1,2276908,8,35.44,0.0,283.52
20,2,833108,2,2.04,0.0,4.08
20,3,519994,5,33.71,0.0,168.55
20,4,1939820,1,25.06,0.0,25.06
20,5,285541,10,34.92,0.0,349.2
20,6,1066887,2,37.58,0.0,75.16
20,7,2426677,8,47.41,0.0,379.28
20,8,2042837,2,21.01,0.0,42.02
20,9,870190,5,24.57,0.0,122.85
20,10,790534,4,11.15,8.6,36.0
21,1,1947217,8,0.66,0.0,5.28
21,2,726376,1,32.67,0.0,32.67
21,3,1840213,4,12.84,0.0,51.36
21,4,953280,8,37.77,63.92,238.24
21,5,415839,9,3.35,0.0,30.15
21,6,570184,8,40.35,28.43,294.37
21,7,827538,5,20.13,0.0,100.65
21,8,317482,2,35.88,0.0,71.76
21,9,485470,5,34.32,0.0,171.6
21,10,872286,4,28.98,14.87,101.05
21,11,2065675,8,14.81,0.0,118.48
21,12,563140,4,18.55,0.0,74.2
22,1,503967,3,8.44,0.0,25.32
22,2,310788,10,46.14,36.32,425.08
22,3,316244,2,11.45,4.67,18.23
22,4,449563,2,29.86,0.0,59.72
23,1,740000,7,40.53,0.0,283.71
23,2,948002,5,10.47,0.0,52.35
23,3,397263,4,39.74,15.67,143.29
23,4,405004,6,5.65,0.0,33.9
23,5,917293,1,35.64,0.0,35.64
24,1,620512,9,35.96,0.0,323.64
24,2,2152550,2,32.82,0.0,65.64
24,3,2385593,5,0.78,0.58,3.32
24,4,497787,7,42.16,0.0,295.12
24,5,797815,9,26.32,0.0,236.88
24,6,2301594,9,5.18,0.0,46.62
24,7,483520,5,23.95,0.0,119.75
24,8,530644,9,33.29,0.0,299.61
24,9,561656,6,8.02,0.0,48.12
24,10,935283,1,42.57,0.0,42.57
24,11,316758,9,32.13,0.0,289.17
24,12,1034618,2,7.69,0.0,15.38
24,13,692039,2,32.78,0.0,65.56
24,14,952579,7,13.15,13.37,78.68
25,1,648257,3,32.38,0.0,97.14
25,2,316228,6,29.19,19.33,155.81
25,3,2148816,5,28.59,0.0,142.95
25,4,1070275,8,40.65,0.0,325.2
26,1,313658,8,6.05,0.0,48.4
26,2,807810,7,17.81,26.58,98.09
26,3,674294,5,48.04,0.0,240.2
26,4,938808,10,23.47,0.0,234.7
26,5,259679,8,22.32,0.0,178.56
26,6,1056213,4,36.57,27.51,118.77
26,7,752769,9,27.31,0.0,245.79
26,8,816645,9,45.37,60.17,348.16
26,9,2063413,6,44.94,24.15,245.49
26,10,1057703,9,28.39,0.0,255.51
26,11,2077313,3,14.29,0.0,42.87
26,12,272876,6,16.75,0.0,100.5
26,13,330003,8,47.54,40.02,340.3
27,1,626224,3,25.05,0.0,75.15
27,2,874882,10,2.01,0.0,20.1
27,3,1006230,2,4.97,0.0,9.94
27,4,577950,6,34.23,0.0,205.38
27,5,858465,1,42.86,0.0,42.86
27,6,796410,2,29.28,0.0,58.56
27,7,421724,10,25.27,37.41,215.29
27,8,708927,10,46.86,0.0,468.6
27,9,516123,7,1.58,0.0,11.06
27,10,1007100,7,15.89,18.12,93.11
27,11,833867,6,10.4,10.76,51.64
28,1,2304831,9,13.11,0.0,117.99
28,2,369726,7,20.0,0.0,140.0
28,3,2322638,5,24.41,21.23,100.82
28,4,458493,10,20.61,0.0,206.1
28,5,779837,8,5.75,0.0,46.0
28,6,996971,2,40.73,0.0,81.46
28,7,889308,4,48.95,0.0,195.8
28,8,1952772,2,8.97,0.0,17.94
28,9,2297048,2,29.05,0.0,58.1
28,10,341103,1,14.49,0.0,14.49
29,1,2402549,2,10.47,0.0,20.94
29,2,2426394,8,28.84,0.0,230.72
29,3,842165,3,19.89,0.0,59.67
29,4,611449,5,25.27,0.0,126.35
29,5,2321775,9,30.48,0.0,274.32
29,6,988592,8,33.74,36.25,233.67
29,7,2421120,1,39.24,3.27,35.97
29,8,502450,5,33.35,0.0,166.75
29,9,2343176,5,29.43,0.0,147.15
29,10,821173,10,42.33,33.8,389.5
29,11,1048055,6,16.93,0.0,101.58
29,12,668497,5,13.08,0.0,65.4
29,13,1003204,7,32.41,25.6,201.27
30,1,2150396,9,2.2,0.0,19.8
30,2,463611,5,33.0,32.58,132.42
30,3,2337938,7,25.32,0.0,177.24
30,4,563293,10,1.23,2.32,9.98
30,5,703617,2,25.82,0.0,51.64
30,6,603575,4,37.61,0.0,150.44
30,7,947888,7,19.2,0.0,134.4
30,8,396885,2,5.41,0.0,10.82
30,9,2062832,4,37.26,0.0,149.04
30,10,850653,9,14.75,0.0,132.75
30,11,745919,3,34.66,0.0,103.98
30,12,883815,10,31.88,0.0,318.8
30,13,1048919,4,27.0,0.0,108.0
30,14,313658,7,6.05,0.0,42.35
30,15,1005835,4,13.12,3.16,49.32
31,1,899797,8,39.86,47.76,271.12
31,2,740000,2,40.53,0.0,81.06
31,3,699893,1,24.36,0.0,24.36
31,4,671993,2,14.74,0.0,29.48
31,5,1996324,10,9.3,0.0,93.0
31,6,988328,10,17.47,0.0,174.7
31,7,628234,6,33.92,0.0,203.52
31,8,631298,1,15.07,0.0,15.07
31,9,903903,2,21.03,0.0,42.06
31,10,901409,1,46.68,0.0,46.68
31,11,2402889,7,15.62,0.0,109.34
31,12,310650,3,49.56,0.0,148.68
31,13,819407,3,34.52,0.0,103.56
31,14,1009841,10,36.99,0.0,369.9
31,15,632212,3,43.49,10.5,119.97
32,1,652087,2,20.92,0.0,41.84
32,2,572805,10,25.36,0.0,253.6
32,3,2423329,9,11.34,0.0,102.06
32,4,1934939,6,40.04,0.0,240.24
32,5,551739,6,18.72,20.86,91.46
32,6,498033,2,26.97,0.0,53.94
32,7,279478,1,12.0,0.0,12.0
32,8,994310,2,33.29,0.0,66.58
32,9,710863,2,38.76,0.0,77.52
32,10,757135,6,15.01,0.0,90.06
32,11,934858,4,33.49,0.0,133.96
33,1,2326603,9,2.93,3.53,22.84
33,2,916258,10,8.12,0.0,81.2
33,3,742224,9,11.09,0.0,99.81
33,4,609175,9,14.51,0.0,130.59
33,5,688764,7,47.75,0.0,334.25
33,6,677535,9,26.97,0.0,242.73
33,7,1048698,5,8.19,4.23,36.72
33,8,1032156,8,9.46,0.0,75.68
33,9,2429483,6,8.27,0.0,49.62
33,10,753326,3,15.26,0.0,45.78
34,1,353722,8,30.97,0.0,247.76
34,2,724797,3,48.95,0.0,146.85
34,3,679614,7,16.28,0.0,113.96
34,4,890002,6,44.08,0.0,264.48
34,5,367004,9,38.61,0.0,347.49
34,6,492351,5,46.53,46.55,186.1
34,7,502727,6,15.83,0.0,94.98
34,8,964391,10,3.78,0.0,37.8
34,9,358182,10,27.98,0.0,279.8
34,10,444486,7,3.31,0.0,23.17
34,11,894833,9,32.3,0.0,290.7
35,1,754196,2,16.11,0.0,32.22
35,2,811750,8,31.7,0.0,253.6
35,3,358365,9,46.67,0.0,420.03
35,4,282518,6,27.43,21.6,142.98
35,5,2042837,7,21.01,0.0,147.07
35,6,1947210,9,45.12,0.0,406.08
35,7,653101,1,20.96,0.0,20.96
35,8,426554,6,39.21,0.0,235.26
35,9,2419740,9,39.0,80.02,270.98
35,10,2061371,8,23.62,0.0,188.96
35,11,2127494,8,21.76,0.0,174.08
35,12,345849,3,38.18,0.0,114.54
35,13,360585,3,5.34,0.0,16.02
36,1,711908,3,27.48,0.0,82.44
37,1,2426677,7,47.41,0.0,331.87
37,2,446877,10,17.67,0.0,176.7
37,3,933265,9,2.01,0.0,18.09
37,4,1970966,5,3.72,0.0,18.6
37,5,808529,4,7.55,3.42,26.78
37,6,900211,8,33.32,0.0,266.56
38,1,1948958,3,15.01,0.0,45.03
38,2,844887,7,29.1,0.0,203.7
38,3,299502,4,20.34,0.0,81.36
38,4,911773,9,2.22,0.0,19.98
38,5,537111,8,13.14,0.0,105.12
38,6,357097,5,21.75,0.0,108.75
38,7,737895,9,12.06,0.0,108.54
38,8,893802,2,22.5,0.0,45.0
38,9,274790,8,35.99,59.19,228.73
38,10,632212,10,43.49,0.0,434.9
38,11,331670,3,47.81,0.0,143.43
39,1,421092,7,33.74,0.0,236.18
39,2,400536,2,4.56,0.0,9.12
39,3,545352,4,38.82,22.75,132.53
39,4,442838,8,33.94,0.0,271.52
39,5,272876,4,16.75,0.0,67.0
40,1,252963,8,30.78,0.0,246.24
40,2,563140,6,18.55,0.0,111.3
40,3,524675,6,29.65,0.0,177.9
40,4,960369,10,28.98,0.0,289.8
40,5,438565,7,28.18,0.0,197.26
41,1,542351,3,28.7,0.0,86.1
41,2,602902,10,42.21,0.0,422.1
41,3,1068676,4,5.57,0.0,22.28
41,4,370606,9,39.73,0.0,357.57
41,5,1026800,10,26.34,0.0,263.4
41,6,562424,5,38.57,0.0,192.85
41,7,513811,9,13.52,0.0,121.68
41,8,875789,5,16.1,10.88,69.62
41,9,270710,9,5.14,0.0,46.26
41,10,642588,3,26.0,0.0,78.0
41,11,345209,5,1.81,0.0,9.05
41,12,680099,9,31.25,0.0,281.25
41,13,753816,3,37.76,0.0,113.28
42,1,2065648,5,8.02,0.0,40.1
42,2,377347,5,47.06,0.0,235.3
42,3,484923,10,45.63,0.0,456.3
43,1,1054289,3,40.79,0.0,122.37
43,2,672595,8,35.25,0.0,282.0
43,3,1972788,5,39.26,0.0,196.3
43,4,1881978,7,19.7,0.0,137.9
43,5,370217,5,4.87,0.0,24.35
43,6,262595,5,0.58,0.0,2.9
43,7,2174255,7,45.46,0.0,318.22
43,8,937823,6,19.87,0.0,119.22
43,9,280884,4,48.27,0.0,193.08
43,10,254037,7,17.9,29.53,95.77
43,11,1956796,3,11.57,0.0,34.71
43,12,887352,2,2.15,0.44,3.86
43,13,2187790,1,10.44,0.0,10.44
44,1,643418,2,17.8,0.0,35.6
44,2,777470,2,5.81,0.0,11.62
44,3,520368,4,23.86,0.0,95.44
44,4,337405,8,6.63,0.0,53.04
44,5,668686,10,49.37,0.0,493.7
44,6,795827,2,17.73,0.0,35.46
45,1,713309,8,4.2,0.0,33.6
45,2,475031,2,30.95,4.1,57.8
45,3,708905,10,16.08,0.0,160.8
46,1,2019400,9,36.89,78.68,253.33
46,2,707389,8,41.37,0.0,330.96
46,3,877755,9,42.28,0.0,380.52
46,4,482523,2,12.88,0.0,25.76
46,5,2362095,6,29.95,0.0,179.7
46,6,467144,4,6.85,0.0,27.4
46,7,672442,7,13.87,0.0,97.09
46,8,527002,8,32.61,0.0,260.88
46,9,2099853,5,46.74,0.0,233.7
46,10,678627,6,45.16,0.0,270.96
46,11,688058,6,25.39,0.0,152.34
47,1,469066,8,3.87,0.0,30.96
48,1,259999,10,3.21,0.0,32.1
48,2,1838155,2,21.04,0.0,42.08
48,3,522918,6,39.29,0.0,235.74
48,4,349606,1,8.76,0.0,8.76
48,5,2300540,8,13.15,8.8,96.4
49,1,934651,4,42.17,0.0,168.68
49,2,1991286,5,9.19,0.0,45.95
49,3,382780,10,34.11,0.0,341.1
49,4,1013046,8,39.59,0.0,316.72
49,5,1998413,9,34.62,0.0,311.58
49,6,762185,10,9.27,0.0,92.7
49,7,667708,4,31.67,0.0,126.68
49,8,449871,1,35.81,0.0,35.81
50,1,1034217,3,47.24,0.0,141.72
50,2,829201,10,49.01,0.0,490.1
50,3,812100,6,38.95,0.0,233.7
50,4,928941,3,23.78,0.0,71.34
50,5,672727,1,26.95,0.0,26.95
50,6,330750,10,22.58,28.71,197.09
51,1,917498,3,9.06,0.0,27.18
52,1,757368,7,23.58,0.0,165.06
52,2,2099148,7,26.8,0.0,187.6
52,3,353625,1,47.06,0.0,47.06
52,4,674080,4,18.14,0.0,72.56
52,5,2198228,1,21.71,0.0,21.71
52,6,256116,9,14.06,0.0,126.54
52,7,1075803,4,10.81,0.0,43.24
52,8,576537,6,21.0,0.0,126.0
52,9,755211,3,41.34,0.0,124.02
52,10,1903995,5,21.89,0.0,109.45
52,11,353282,7,44.19,0.0,309.33
52,12,892224,6,15.86,0.0,95.16
52,13,398858,9,20.0,0.0,180.0
53,1,1072482,5,36.83,0.0,184.15
53,2,736100,6,9.96,0.0,59.76
53,3,1909278,10,3.81,0.0,38.1
53,4,723706,2,36.08,0.0,72.16
53,5,597000,4,18.91,0.0,75.64
53,6,351867,6,29.57,0.0,177.42
54,1,277115,9,38.33,0.0,344.97
54,2,1059875,5,14.98,10.25,64.65
54,3,483980,1,9.66,0.0,9.66
54,4,732437,4,30.13,0.0,120.52
54,5,889271,3,49.22,0.0,147.66
54,6,1992578,5,13.2,0.0,66.0
54,7,599267,7,36.79,0.0,257.53
55,1,303781,5,33.73,0.0,168.65
55,2,548775,1,43.37,0.0,43.37
55,3,783909,9,21.07,0.0,189.63
56,1,537837,2,1.99,0.37,3.61
56,2,905981,2,26.53,0.0,53.06
56,3,2231924,9,4.34,5.51,33.55
56,4,398469,5,38.94,0.0,194.7
57,1,570419,9,16.65,0.0,149.85
57,2,988744,7,17.7,0.0,123.9
57,3,287260,10,8.25,0.0,82.5
57,4,2421090,10,21.87,0.0,218.7
57,5,511159,5,38.26,0.0,191.3
58,1,348686,8,48.53,0.0,388.24
59,1,1837671,4,40.82,0.0,163.28
59,2,927212,5,9.49,0.0,47.45
59,3,935554,2,24.03,0.0,48.06
59,4,540299,6,18.56,0.0,111.36
59,5,866013,9,1.55,0.0,13.95
59,6,825483,4,20.76,0.0,83.04
59,7,874882,5,2.01,0.0,10.05
59,8,606768,5,5.64,0.0,28.2
59,9,1994344,8,24.42,0.0,195.36
59,10,2382336,5,23.58,0.0,117.9
59,11,524587,10,19.12,0.0,191.2
59,12,350632,7,31.8,0.0,222.6
60,1,887991,9,18.98,0.0,170.82
60,2,1952984,6,31.68,19.24,170.84
60,3,1957289,6,11.4,0.0,68.4
60,4,908379,8,11.82,0.0,94.56
60,5,687132,2,20.82,6.09,35.55
60,6,590495,9,46.81,0.0,421.29
60,7,562686,3,42.81,0.0,128.43
60,8,791731,4,24.94,0.0,99.76
60,9,448337,5,18.24,0.0,91.2
60,10,739008,1,12.33,0.0,12.33
60,11,270341,4,14.15,0.0,56.6
60,12,814583,1,35.64,0.0,35.64
61,1,1997155,6,7.53,0.0,45.18
61,2,2429483,2,8.27,0.0,16.54
61,3,671993,8,14.74,0.0,117.92
61,4,684481,9,22.55,0.0,202.95
62,1,1007425,8,0.86,0.0,6.88
62,2,316274,6,20.98,0.0,125.88
62,3,946468,2,22.06,0.0,44.12
62,4,849234,9,25.65,0.0,230.85
63,1,969700,4,8.26,0.0,33.04
63,2,514999,10,49.26,0.0,492.6
63,3,2014608,4,49.87,0.0,199.48
63,4,732164,9,43.91,0.0,395.19
63,5,1947210,8,45.12,48.3,312.66
63,6,499930,1,41.14,0.0,41.14
63,7,2216499,4,32.16,0.0,128.64
63,8,500018,7,6.46,0.0,45.22
63,9,2191055,6,21.17,0.0,127.02
63,10,1064893,9,32.48,37.33,254.99
63,11,1907486,7,23.37,27.11,136.48
63,12,435210,7,47.34,0.0,331.38
64,1,918183,6,1.24,0.0,7.44
64,2,483980,10,9.66,0.0,96.6
65,1,2128550,6,13.2,0.0,79.2
65,2,477249,5,23.96,0.0,119.8
65,3,732259,2,41.46,0.0,82.92
65,4,430983,10,44.12,0.0,441.2
65,5,2220314,8,33.35,17.76,249.04
65,6,2285621,4,14.34,14.29,43.07
65,7,1008325,2,1.64,0.0,3.28
65,8,802589,5,4.98,0.0,24.9
65,9,2264516,5,8.87,0.0,44.35
65,10,1074186,10,5.13,5.91,45.39
65,11,607836,1,38.0,0.0,38.0
65,12,438143,4,10.95,0.0,43.8
65,13,925901,3,10.47,0.0,31.41
65,14,411380,2,29.69,0.0,59.38
66,1,276637,1,17.38,0.0,17.38
66,2,694887,10,33.4,0.0,334.0
66,3,308037,3,40.75,0.0,122.25
66,4,327905,1,18.98,0.0,18.98
66,5,669997,6,32.62,0.0,195.72
66,6,818284,4,5.96,0.0,23.84
66,7,671236,3,20.86,0.0,62.58
66,8,799822,8,26.27,0.0,210.16
66,9,955413,7,49.05,0.0,343.35
67,1,256522,1,10.26,0.0,10.26
67,2,952856,10,20.72,0.0,207.2
67,3,2014608,4,49.87,12.13,187.35
67,4,2276483,10,43.53,57.68,377.62
67,5,849469,9,12.2,0.0,109.8
67,6,303244,6,37.38,0.0,224.28
67,7,335558,4,3.84,0.0,15.36
67,8,430125,1,4.74,0.0,4.74
67,9,277873,6,25.88,0.0,155.28
68,1,786542,6,17.22,0.0,103.32
68,2,264980,3,47.61,0.0,142.83
68,3,949031,9,41.12,0.0,370.08
68,4,711795,10,8.52,0.0,85.2
68,5,904133,1,5.9,0.0,5.9
68,6,344944,2,26.08,0.0,52.16
68,7,706517,1,29.94,0.0,29.94
68,8,384540,9,22.63,0.0,203.67
68,9,663973,8,18.18,32.74,112.7
68,10,969005,1,16.35,0.0,16.35
68,11,987350,8,18.13,0.0,145.04
68,12,2363865,4,17.06,0.0,68.24
68,13,350228,8,38.74,26.11,283.81
68,14,250628,1,34.04,0.0,34.04
69,1,1069234,7,47.66,55.41,278.21
69,2,754957,5,16.63,0.0,83.15
69,3,421143,1,40.06,0.0,40.06
69,4,902528,1,3.53,0.0,3.53
69,5,256939,1,20.79,0.0,20.79
69,6,262595,9,0.58,0.0,5.22
69,7,2101870,3,4.91,1.6,13.13
69,8,2430673,7,19.7,0.0,137.9
69,9,892264,7,25.08,0.0,175.56
69,10,954590,3,48.74,0.0,146.22
69,11,2424418,5,4.93,3.42,21.23
69,12,342527,4,5.43,0.0,21.72
69,13,341205,4,31.15,0.0,124.6
69,14,1857249,3,22.92,0.0,68.76
69,15,993828,5,16.0,0.0,80.0
70,1,256556,10,41.37,0.0,413.7
70,2,254946,9,2.47,0.0,22.23
70,3,1915114,6,17.8,0.0,106.8
70,4,811750,7,31.7,0.0,221.9
70,5,1024303,10,42.7,0.0,427.0
70,6,2385763,10,46.27,99.61,363.09
70,7,2107370,4,30.23,0.0,120.92
70,8,2294983,3,24.45,0.0,73.35
70,9,797562,1,35.66,0.0,35.66
70,10,384947,9,47.78,0.0,430.02
70,11,447890,8,42.76,28.99,313.09
71,1,1865034,6,49.33,0.0,295.98
71,2,1929796,3,21.15,0.0,63.45
71,3,548574,6,26.72,0.0,160.32
71,4,597000,1,18.91,0.0,18.91
71,5,1008054,4,20.69,0.0,82.76
71,6,618512,6,40.3,0.0,241.8
71,7,622364,10,12.25,0.0,122.5
71,8,252627,1,11.96,0.0,11.96
71,9,1003384,9,40.41,0.0,363.69
72,1,402330,8,32.65,0.0,261.2
72,2,600558,8,12.24,0.0,97.92
72,3,2163692,9,42.65,0.0,383.85
72,4,470598,1,12.01,0.0,12.01
72,5,383154,4,6.91,0.0,27.64
72,6,1836010,9,19.24,0.0,173.16
72,7,2349517,4,29.59,21.33,97.03
72,8,688764,3,47.75,0.0,143.25
72,9,2199037,3,41.48,0.0,124.44
72,10,1906545,6,21.16,0.0,126.96
72,11,431325,8,46.98,0.0,375.84
72,12,626896,1,21.36,0.0,21.36
72,13,726508,5,22.54,0.0,112.7
72,14,390125,1,23.45,0.0,23.45
73,1,323403,6,30.15,0.0,180.9
73,2,637121,5,11.92,6.71,52.89
73,3,585980,3,33.94,9.11,92.71
73,4,748956,9,3.6,0.0,32.4
73,5,2144263,6,21.52,0.0,129.12
73,6,504966,5,2.36,0.0,11.8
73,7,675765,1,49.9,4.66,45.24
73,8,2066246,8,5.87,0.0,46.96
73,9,930832,8,8.54,0.0,68.32
73,10,349944,8,29.75,56.0,182.0
73,11,1026280,10,48.36,0.0,483.6
73,12,2388900,6,6.12,0.0,36.72
73,13,712921,4,42.47,0.0,169.88
74,1,714746,4,42.48,0.0,169.92
74,2,561656,7,8.02,0.0,56.14
74,3,2101406,7,33.11,18.61,213.16
74,4,810055,3,3.56,0.0,10.68
74,5,1001177,9,32.35,21.42,269.73
74,6,482057,1,19.37,0.0,19.37
74,7,705288,1,45.54,0.0,45.54
75,1,495566,5,15.27,0.0,76.35
75,2,828293,5,23.68,0.0,118.4
75,3,952531,2,0.74,0.0,1.48
75,4,1021927,3,44.51,0.0,133.53
75,5,521503,10,22.49,0.0,224.9
75,6,587913,1,32.5,0.0,32.5
75,7,732793,3,21.81,0.0,65.43
76,1,892291,8,4.25,7.13,26.87
76,2,1023911,6,17.49,21.85,83.09
76,3,282515,2,36.67,0.0,73.34
76,4,343492,2,48.55,0.0,97.1
76,5,840284,5,21.21,0.0,106.05
76,6,385810,9,24.52,0.0,220.68
76,7,1971443,7,48.75,0.0,341.25
76,8,413246,10,4.92,0.0,49.2
76,9,725161,1,46.97,0.0,46.97
76,10,373483,8,33.39,16.38,250.74
76,11,930776,10,14.87,0.0,148.7
76,12,780942,6,45.22,0.0,271.32
77,1,353223,3,24.35,0.0,73.05
77,2,2175084,7,41.02,0.0,287.14
77,3,295737,2,26.56,0.0,53.12
77,4,876283,6,26.37,24.01,134.21
77,5,759283,8,47.3,93.8,284.6
77,6,409242,10,36.2,47.59,314.41
77,7,780001,4,24.61,0.0,98.44
77,8,713275,9,15.52,0.0,139.68
77,9,481628,9,23.58,0.0,212.22
